model_type,n_estimators,timestamp,terminal_id,event_type,wired_latency_ms,satellite_latency_ms,wired_packet_loss_pct,satellite_packet_loss_pct,anomaly_score,trust_score
IsolationForest,50,2025-08-24 15:44:56.020322,terminal_001,wired_config_failure,157.80916154791387,820.8471689127142,0.8,1.2260134399010352,-0.3076442477596312,0.0
IsolationForest,50,2025-08-24 15:30:05.020322,terminal_001,wired_config_failure,154.25273386238405,843.5870335305641,0.8,1.3833626811151027,-0.2926884092578197,0.035961243188366146
IsolationForest,50,2025-08-24 15:45:05.020322,terminal_001,wired_config_failure,168.12560517702917,819.1119894394727,0.8,1.2326895837204026,-0.2864156763841581,0.05104399981870026
IsolationForest,50,2025-08-24 15:45:06.020322,terminal_001,wired_config_failure,164.86936032620542,763.8999023180688,0.8,1.2703257034752575,-0.2855702915645816,0.053076723632939235
IsolationForest,50,2025-08-24 15:45:11.020322,terminal_001,wired_config_failure,166.2622652112232,789.4336287728643,0.8,1.2331589723523677,-0.2845603604053981,0.0555050983452301
IsolationForest,50,2025-08-24 15:44:55.020322,terminal_001,wired_config_failure,164.5234380893189,766.5657928127998,0.8,1.407930237847773,-0.2833132655357746,0.05850373208148381
IsolationForest,50,2025-08-24 15:45:19.020322,terminal_001,wired_config_failure,179.17857503177854,817.4642042357876,0.8,1.2565215042548843,-0.28288646919774807,0.05952996186470982
IsolationForest,50,2025-08-24 15:44:59.020322,terminal_001,wired_config_failure,170.6002611299163,821.0644352469566,0.8,1.3291830461253795,-0.2822819241636806,0.06098358754980843
IsolationForest,50,2025-08-24 15:45:08.020322,terminal_001,wired_config_failure,159.26662631944876,800.0415720699569,0.8,1.353033006333338,-0.28022342345091267,0.06593324281161846
IsolationForest,50,2025-08-24 15:30:06.020322,terminal_001,wired_config_failure,157.0941748352335,822.8653165863113,0.8,1.2005773864436655,-0.2795875370498693,0.06746222866589381
IsolationForest,50,2025-08-24 15:30:20.020322,terminal_001,wired_config_failure,167.21275658350592,810.2179944085235,0.8,1.2238576065732705,-0.2788852048559137,0.06915098311605686
IsolationForest,50,2025-08-24 15:15:06.020322,terminal_001,wired_config_failure,158.45025758083915,775.4590566765768,0.8,0.6055443585642446,-0.27831799495671317,0.07051483664533437
IsolationForest,50,2025-08-24 15:14:58.020322,terminal_001,wired_config_failure,167.89655189020357,795.4410911662375,0.8,1.2746402284197993,-0.27813589914686365,0.07095268516187109
IsolationForest,50,2025-08-24 15:14:56.020322,terminal_001,wired_config_failure,161.59156649163288,772.6140059037556,0.8,0.768654803230234,-0.27757256006719677,0.07230723132382365
IsolationForest,50,2025-08-24 15:44:58.020322,terminal_001,wired_config_failure,169.08281729451085,812.8435797490068,0.8,1.1218055741265918,-0.2773843963686756,0.07275967005007239
IsolationForest,50,2025-08-24 15:45:18.020322,terminal_001,wired_config_failure,161.93162370089976,852.84751313498,0.8,1.1754463202008962,-0.2767342525362705,0.07432293783085951
IsolationForest,50,2025-08-24 15:30:10.020322,terminal_001,wired_config_failure,153.00378823803123,761.8974124715749,0.8,1.098455068661992,-0.2767249473350024,0.0743453121434517
IsolationForest,50,2025-08-24 15:44:57.020322,terminal_001,wired_config_failure,167.8065687389185,838.7393695613889,0.8,0.9180127301376996,-0.2755509610856576,0.07716815654681793
IsolationForest,50,2025-08-24 15:45:21.020322,terminal_001,wired_config_failure,171.82842070594657,828.0268838670768,0.8,0.94893683365744,-0.27512736262862036,0.07818669704027717
IsolationForest,50,2025-08-24 15:14:59.020322,terminal_001,wired_config_failure,166.43567195580286,764.7160168225973,0.8,1.229060478207208,-0.2748914546893072,0.07875393656848412
